row_index,conversation_id,scenario_type,speaker,dialogue
118,L001,Loans/Overdraft,Bot,"Great! I've set up automatic repayment from your Mobile Money wallet for April 8, 2025. Please ensure you have sufficient funds in your wallet by that date. You can repay earlier at any time by dialing *165# and selecting MoKash > Loans > Repay. Is there anything else you need assistance with regarding your loan?"
119,L001,Loans/Overdraft,Customer,"What happens if I can't repay on time?"
120,L001,Loans/Overdraft,Bot,"If you're unable to repay by the due date, additional fees may apply and it could affect your eligibility for future loans. The system will attempt to recover the amount from your Mobile Money wallet on the due date. If there are insufficient funds, you'll receive reminders and can make partial payments. If you anticipate difficulty repaying, please contact MTN customer service at 100 to discuss your options. Is there anything else you'd like to know about the repayment process?"
121,L001,Loans/Overdraft,Customer,"No, that's all. Thank you."
122,L001,Loans/Overdraft,Bot,"You're welcome. I hope the funds help with your medical emergency. Based on your situation, you might want to consider our health insurance options to help cover future medical expenses. Would you like information about MTN's affordable health coverage plans?"
123,L002,Loans/Overdraft,Customer,"I've heard about MTN MoKash Flex. What is that and how is it different from regular loans?"
124,L002,Loans/Overdraft,Bot,"MTN MoKash Flex is our overdraft facility that provides immediate access to funds when your Mobile Money balance is insufficient. Unlike regular MoKash loans, Flex is activated on your account and you only pay for what you use. The service fee is 0.5% per day on the amount used, and you can repay anytime within 30 days. Would you like to check if you're eligible for MoKash Flex?"
125,L002,Loans/Overdraft,Customer,"Yes, I'd like to know if I'm eligible and what my limit would be."
126,L002,Loans/Overdraft,Bot,"Let me check your eligibility for MTN MoKash Flex. Based on your Mobile Money transaction history and usage patterns, you qualify for MoKash Flex with a limit of UGX 150,000. This means you can complete transactions even when your wallet balance is insufficient, up to this limit. Would you like me to activate MoKash Flex on your account?"
127,L002,Loans/Overdraft,Customer,"How exactly does it work when I make a payment but don't have enough money?"
128,L002,Loans/Overdraft,Bot,"Great question! Here's how MoKash Flex works: Let's say you need to send UGX 50,000 but only have UGX 20,000 in your wallet. When you initiate the transaction, the system automatically covers the UGX 30,000 shortfall from your Flex limit. Your wallet balance becomes zero, and you'll owe UGX 30,000 plus the daily fee of 0.5% (UGX 150 per day). You can repay anytime within 30 days by simply depositing money into your Mobile Money account. Does that clarify how it works?"
129,L002,Loans/Overdraft,Customer,"Yes, that's clear. And what's the maximum daily fee I could pay?"
130,L002,Loans/Overdraft,Bot,"With MoKash Flex, you pay 0.5% per day only on the amount you use. For your limit of UGX 150,000, the maximum daily fee would be UGX 750 if you used the entire limit. However, if you only use, say, UGX 30,000, your daily fee would be just UGX 150. The maximum you would pay over 30 days would be 15% of the amount used. You can minimize costs by repaying quickly. Would you like to activate this service?"
131,L002,Loans/Overdraft,Customer,"Yes, I'd like to activate it for emergencies."
132,L002,Loans/Overdraft,Bot,"I'll activate MTN MoKash Flex on your account with a limit of UGX 150,000. This service will allow you to complete transactions even when your wallet balance is insufficient. The daily service fee is 0.5% of the amount used, and you can repay anytime within 30 days. Please enter your Mobile Money PIN to confirm activation."
133,L002,Loans/Overdraft,Customer,"PIN entered."
134,L002,Loans/Overdraft,Bot,"Thank you. MTN MoKash Flex has been successfully activated on your account with a limit of UGX 150,000. You can now complete transactions even when your wallet balance is insufficient. You'll receive an SMS notification whenever Flex is used, showing the amount and fees. Would you like me to set up low balance alerts to help you manage your Flex usage?"
135,L002,Loans/Overdraft,Customer,"Yes, that would be helpful. Please set up alerts when my balance goes below UGX 5,000."
136,L002,Loans/Overdraft,Bot,"I've set up low balance alerts for your Mobile Money account. You'll receive SMS notifications when your balance falls below UGX 5,000. This will help you manage your MoKash Flex usage effectively. Based on your transaction patterns, we recommend depositing at least UGX 20,000 in your wallet every two weeks to minimize Flex usage. Would you like to set up automatic deposits to your Mobile Money account?"
137,L002,Loans/Overdraft,Customer,"No automatic deposits for now. If I use Flex, can I repay in installments or must it be all at once?"
138,L002,Loans/Overdraft,Bot,"You can repay your MoKash Flex balance in installments! Whenever you deposit money into your Mobile Money wallet, the system automatically allocates a portion to repay your Flex balance. For example, if you deposit UGX 10,000, it might use UGX 5,000 for your Flex repayment and leave UGX 5,000 in your wallet. You can adjust this allocation ratio by dialing *165*5*4*5#. Would you like me to explain more about managing your repayments?"
139,L002,Loans/Overdraft,Customer,"No, that's clear enough for now. Thank you for the information."
140,L002,Loans/Overdraft,Bot,"You're welcome! Your MTN MoKash Flex is now active and ready to use when needed. Remember, you'll be charged 0.5% per day only on the amount you use, and you can repay anytime within 30 days. Based on your financial activity, you might also be interested in our MoKash Credit Builder program, which helps increase your loan limits over time. Would you like to learn more about improving your credit limit?"
141,L003,Loans/Overdraft,Customer,"I need to borrow money to stock my small shop. What business loan options does MTN have?"
142,L003,Loans/Overdraft,Bot,"MTN offers MoKash Business Loans specifically designed for small business owners like you. These loans range from UGX 100,000 to UGX 5,000,000 with repayment periods of 1-3 months. The service fee starts at 8% per month, with lower rates for repeat borrowers. Business loans require at least 6 months of active Mobile Money business transactions. Would you like me to check if you qualify for a business loan?"
143,L003,Loans/Overdraft,Customer,"Yes please, check if I qualify. I've been using MTN Mobile Money for my shop transactions for over a year now."
144,L003,Loans/Overdraft,Bot,"Thank you for that information. Let me check your eligibility... Based on your Mobile Money transaction history, I can see consistent business-related transactions over the past 14 months, which qualifies you for our MoKash Business Loan. You're eligible for a loan of up to UGX 1,500,000 with a service fee of 7.5% per month. How much would you need to stock your shop?"
145,L003,Loans/Overdraft,Customer,"I need about UGX 1,000,000 to buy new inventory. What would be the repayment terms?"
146,L003,Loans/Overdraft,Bot,"For a UGX 1,000,000 MoKash Business Loan, you have the following repayment options: 1) 1-month term: Repay UGX 1,075,000 (7.5% fee) 2) 2-month term: Repay UGX 1,150,000 (7.5% monthly fee) 3) 3-month term: Repay UGX 1,225,000 (7.5% monthly fee) You can make equal monthly installments or repay early to save on fees. Which repayment term would work best for your business cash flow?"
147,L003,Loans/Overdraft,Customer,"The 3-month option would be best for me. Can I make weekly repayments instead of monthly?"
148,L003,Loans/Overdraft,Bot,"Yes, you can certainly make weekly repayments! For your UGX 1,000,000 loan with a 3-month term, you would need to repay a total of UGX 1,225,000. If divided into weekly payments, that's approximately UGX 93,500 per week for 13 weeks. Weekly repayments can actually help reduce your overall interest by clearing the principal faster. Would you like me to set up a weekly repayment schedule for you?"
149,L003,Loans/Overdraft,Customer,"Yes, please set up the weekly repayment schedule. Will I get reminders for each payment?"
150,L003,Loans/Overdraft,Bot,"I'll set up a weekly repayment schedule of UGX 93,500 for your UGX 1,000,000 business loan. You'll receive SMS reminders two days before each payment is due. The system will also attempt to deduct the amount automatically from your Mobile Money wallet every Monday. You can always make additional payments to reduce your principal faster. To proceed with your UGX 1,000,000 loan application, please enter your Mobile Money PIN."
151,L003,Loans/Overdraft,Customer,"PIN entered."
152,L003,Loans/Overdraft,Bot,"Thank you. Your UGX 1,000,000 MoKash Business Loan application is being processed... Congratulations! Your loan has been approved and UGX 1,000,000 has been deposited into your Mobile Money wallet. Your first weekly repayment of UGX 93,500 will be due on Monday, March 17, 2025. Would you like me to help you set up a separate business wallet to manage your loan funds?"
153,L003,Loans/Overdraft,Customer,"Yes, that would be helpful for tracking my business expenses separately."
154,L003,Loans/Overdraft,Bot,"Great choice! I'll set up an MTN Business Wallet linked to your main account. This will help you track your business expenses separately and simplify your accounting. The Business Wallet has no monthly fees and offers detailed transaction reports for business analytics. Please enter a 4-digit PIN for your new Business Wallet. This can be different from your main Mobile Money PIN for added security."
155,L003,Loans/Overdraft,Customer,"PIN entered for business wallet."
156,L003,Loans/Overdraft,Bot,"Thank you. Your MTN Business Wallet has been created successfully. Would you like to transfer some or all of your UGX 1,000,000 loan to your new Business Wallet now? This will help you keep these funds separate for your shop inventory purchases."
157,L003,Loans/Overdraft,Customer,"Yes, please transfer the entire UGX 1,000,000 to the business wallet."
158,L003,Loans/Overdraft,Bot,"I've transferred the entire UGX 1,000,000 loan amount to your new Business Wallet. You can access this wallet by dialing *165# and selecting option 9 for 'Business Wallet' or through the MyMTN Business app. Each purchase you make will be categorized automatically to help with your business reporting. Based on your business type, would you like information about our Merchant Payment solution that allows customers to pay you directly via Mobile Money?"
159,L003,Loans/Overdraft,Customer,"Yes, that sounds useful for my shop. Please tell me more about the Merchant Payment solution."
160,L003,Loans/Overdraft,Bot,"MTN MoMoPay Merchant solution will allow your customers to pay directly to your shop using Mobile Money, without transfer fees. Benefits include: 1) Free custom merchant code for your shop 2) No transaction fees for customers 3) Instant payment notifications 4) Detailed sales reports 5) Customer loyalty tracking The monthly service fee is just UGX 5,000, and we'll provide free point-of-sale materials. Given your loan approval and business history, you're pre-qualified for immediate MoMoPay activation. Would you like to register your shop now?"
161,L004,Loans/Overdraft,Customer,"How do I check my current loan balance and due date?"
162,L004,Loans/Overdraft,Bot,"You can check your MoKash loan balance and due date in several ways: 1) Dial *165*5*3# and follow the prompts 2) Use the MyMTN app and navigate to MoKash > Loans 3) I can check it for you right now. Would you like me to check your current loan details for you?"
163,L004,Loans/Overdraft,Customer,"Yes, please check it for me."
164,L004,Loans/Overdraft,Bot,"To check your loan details, I'll need to verify your identity. Please enter your Mobile Money PIN."
165,L004,Loans/Overdraft,Customer,"PIN entered."
166,L004,Loans/Overdraft,Bot,"Thank you for verifying your identity. Here are your current loan details:
Loan Amount: UGX 350,000
Disbursement Date: February 20, 2025
Due Date: March 22, 2025 (11 days from now)
Outstanding Balance: UGX 245,000
Service Fee: UGX 31,500
Total Amount Due: UGX 276,500
Would you like to make a payment towards this loan today?"
167,L004,Loans/Overdraft,Customer,"Yes, I can pay UGX 100,000 today."
168,L004,Loans/Overdraft,Bot,"Great! I'll process a payment of UGX 100,000 towards your loan. This will reduce your outstanding balance to UGX 176,500. Please enter your PIN to confirm this payment from your Mobile Money wallet."
169,L004,Loans/Overdraft,Customer,"PIN entered."
170,L004,Loans/Overdraft,Bot,"Thank you. Your payment of UGX 100,000 has been successfully processed. Your updated loan details are:
Outstanding Balance: UGX 145,000
Service Fee: UGX 31,500
Total Amount Due: UGX 176,500
Due Date: March 22, 2025 (11 days from now)
Would you like to schedule your next payment?"
171,L004,Loans/Overdraft,Customer,"When do I pay the service fee? Is it included in my payments or paid separately at the end?"
172,L004,Loans/Overdraft,Bot,"Good question! The service fee of UGX 31,500 is included in your total repayment amount. Every payment you make is allocated proportionally between the principal and the service fee. For example, from your UGX 100,000 payment today, approximately UGX 87,000 went toward the principal and UGX 13,000 toward the service fee. You don't need to pay the service fee separately - it's all handled automatically in the repayment process. Does that clarify how the fee is handled?"
173,L004,Loans/Overdraft,Customer,"Yes, that's clear. If I want to pay off the entire loan early, will I still pay the full service fee?"
174,L004,Loans/Overdraft,Bot,"If you pay off your loan early, you'll still pay the full service fee of UGX 31,500. Unlike traditional interest which accrues over time, our service fee is a flat fee applied when the loan is disbursed. However, paying early has other benefits: 1) It improves your credit score in our system 2) It increases your eligibility for higher loan amounts in the future 3) It frees up your loan facility for new borrowing if needed Would you like to pay off your entire remaining balance of UGX 176,500 today?"
175,L004,Loans/Overdraft,Customer,"Not today, but I'll plan to pay it off next week. Will I get a reminder before the due date?"
176,L004,Loans/Overdraft,Bot,"Yes, you'll receive automatic SMS reminders 7 days, 3 days, and 1 day before your due date of March 22, 2025. These reminders will include your outstanding balance and payment instructions. I can also set up an additional custom reminder for you for next week when you plan to pay off the loan. Would you like me to set a special reminder for a specific day next week?"
177,L004,Loans/Overdraft,Customer,"Yes, please set a reminder for Wednesday, March 19th."
178,L004,Loans/Overdraft,Bot,"I've set a special reminder for you on Wednesday, March 19th, to pay your remaining loan balance of UGX 176,500. You'll receive an SMS notification on that day. Based on your consistent loan repayment history, you're eligible for our MoKash Gold status, which offers lower service fees and higher loan limits. Would you like to learn more about upgrading to Gold status?"
179,L004,Loans/Overdraft,Customer,"Yes, please tell me about the Gold status benefits."
180,L004,Loans/Overdraft,Bot,"MTN MoKash Gold status offers significant benefits for valued customers like you. Benefits include: 1) Lower service fees - 6.5% instead of 9% 2) Higher loan limits - up to UGX 1,000,000 3) Faster loan processing - often instant approval 4) Extended repayment periods - up to 45 days 5) Priority customer service You already qualify based on your repayment history! There's no fee to upgrade, and your Gold status would be effective immediately after activation. Would you like to upgrade to Gold status now?"
181,L005,Loans/Overdraft,Customer,"I need to repay my loan early. Will there be any penalties?"
182,L005,Loans/Overdraft,Bot,"Good news! There are no penalties for early loan repayment with MTN MoKash. In fact, we encourage early repayment as it improves your credit score and may increase your future loan limits. You'll still pay the full service fee, but repaying early gives you the flexibility to take another loan sooner if needed. Would you like me to check your current loan balance for early repayment?"
183,L005,Loans/Overdraft,Customer,"Yes, please check my current loan balance."
184,L005,Loans/Overdraft,Bot,"To check your loan balance for early repayment, I'll need to verify your identity. Please enter your Mobile Money PIN."
185,L005,Loans/Overdraft,Customer,"PIN entered."
186,L005,Loans/Overdraft,Bot,"Thank you for verifying your identity. Here are your current loan details:
Original Loan Amount: UGX 250,000
Disbursement Date: February 25, 2025
Due Date: March 27, 2025 (16 days from now)
Current Outstanding Balance: UGX 250,000
Service Fee: UGX 22,500
Total Repayment Amount: UGX 272,500
Would you like to proceed with early repayment of the full amount today?"
187,L005,Loans/Overdraft,Customer,"Yes, I want to repay the full amount today."
188,L005,Loans/Overdraft,Bot,"Great! I'll process the full repayment of your loan. The total amount to be deducted from your Mobile Money wallet will be UGX 272,500 (principal of UGX 250,000 + service fee of UGX 22,500). Please enter your PIN to confirm this payment."
189,L005,Loans/Overdraft,Customer,"PIN entered."
190,L005,Loans/Overdraft,Bot,"Thank you. Your payment of UGX 272,500 has been successfully"
