row_index,conversation_id,scenario_type,speaker,dialogue
59,T001,Money Transfers,Customer,"Yes, please check my limits."
60,T001,Money Transfers,Bot,"Based on your account status, your current daily transaction limits are:

1. Single transaction maximum: UGX 1,000,000
2. Daily transaction total: UGX 3,000,000

You're on our Silver tier. To increase these limits, you can upgrade to Gold tier by visiting any MTN service center with your ID and proof of income or residence. Would you like me to help you schedule an appointment to upgrade your tier?"
61,T001,Money Transfers,Customer,"Not right now, thanks. The current limits are fine for me."
62,T001,Money Transfers,Bot,"Understood. Based on your transfer patterns, you might be interested in our Frequent Sender Rewards program, which gives you points for every transfer that can be redeemed for airtime or data. Would you like to enroll in this program?"

63,A001,Account Status,Customer,"I'd like to check my Mobile Money account status and get a statement for the last 3 months."
64,A001,Account Status,Bot,"I'd be happy to help you check your account status and get a statement. First, let me provide you with your current account information:

MTN Mobile Money Wallet Balance: UGX 245,600
Available MoKash Loan Limit: UGX 500,000
MoKash Savings Balance: UGX 325,000 (earning 5% annual interest)
Account Tier: Gold
Monthly Transaction Volume: UGX 2,450,000 (current month)

Would you like me to generate a 3-month statement for you?"
65,A001,Account Status,Customer,"Yes, please generate the statement. Can I get it by email?"
66,A001,Account Status,Bot,"I can send your 3-month statement by email. Please confirm the email address you'd like me to use."
67,A001,Account Status,Customer,"Please send it to johndoe@gmail.com"
68,A001,Account Status,Bot,"Thank you. To protect your account information, I need to verify your identity before sending the statement. Please enter your Mobile Money PIN."
69,A001,Account Status,Customer,"PIN entered."
70,A001,Account Status,Bot,"Thank you for verifying your identity. I've generated your 3-month statement and sent it to johndoe@gmail.com. You should receive it within the next 10 minutes. The statement includes all transactions from December 8, 2024, to March 8, 2025, including:

- Mobile Money deposits and withdrawals
- Money transfers (sent and received)
- Bill payments
- Airtime and data purchases
- MoKash loan and savings transactions
- Service fees

Is there any specific transaction or category you'd like me to provide more details about?"
71,A001,Account Status,Customer,"I made a payment to Umeme (electricity) last month but I don't remember the amount. Can you tell me what it was?"
72,A001,Account Status,Bot,"Let me check that for you... You made a payment of UGX 87,500 to Umeme on February 15, 2025. The payment reference was UMEME-10253698. The transaction ID was MM765432108. Would you like me to set up automatic bill payments for your Umeme account to help you manage your electricity bills?"
73,A001,Account Status,Customer,"That might be helpful. How does the automatic payment work?"
74,A001,Account Status,Bot,"MTN's automatic bill payment for Umeme works like this:

1. You set a maximum amount that can be automatically paid each month
2. When Umeme issues your bill, MTN will automatically pay it if it's within your set limit
3. You'll receive an SMS notification before and after each payment
4. You can cancel or modify the arrangement at any time
5. There's no additional fee for this service

For example, if you set a limit of UGX 100,000, any Umeme bill under that amount will be paid automatically. If a bill exceeds your limit, you'll receive a notification to approve it manually. Would you like to set up automatic payments for Umeme?"
75,A001,Account Status,Customer,"Yes, let's set it up with a limit of UGX 100,000."
76,A001,Account Status,Bot,"Great! To set up automatic payments for Umeme with a limit of UGX 100,000, I'll need your Umeme customer number. This is usually a 10-digit number that appears on your electricity bill."
77,A001,Account Status,Customer,"My Umeme number is 0123456789."
78,A001,Account Status,Bot,"Thank you. To confirm, I'm setting up automatic payments for Umeme customer number 0123456789 with a monthly limit of UGX 100,000. Payments will be made automatically from your Mobile Money wallet whenever Umeme issues a bill that's within your limit. Please enter your Mobile Money PIN to authorize this setup."
79,A001,Account Status,Customer,"PIN entered."
80,A001,Account Status,Bot,"Thank you. Your automatic payment for Umeme has been successfully set up. You will receive an SMS confirmation shortly. Based on your transaction history, I notice you frequently send money to the same 3-5 people. Would you like to create a 'Favorite Recipients' list to make these transfers faster in the future?"
